"GO.ID","Term","Annotated","Significant","Expected","Rank in result2","result1","result2","result3","GenesInTermAndTest","GenesInTermAndTest_eggNogName"
"GO:0051019","mitogen-activated protein kinase binding",5,0,0.04,1239,"1.00000","1.00000","1.00000","",""
"GO:0051020","GTPase binding",238,0,2.06,1240,"1.00000","1.00000","1.00000","",""
"GO:0051082","unfolded protein binding",58,0,0.5,1241,"1.00000","1.00000","1.00000","",""
"GO:0051087","chaperone binding",17,0,0.15,1242,"1.00000","1.00000","1.00000","",""
"GO:0051117","ATPase binding",3,0,0.03,1243,"1.00000","1.00000","1.00000","",""
"GO:0051119","sugar transmembrane transporter activity",14,0,0.12,1244,"1.00000","1.00000","1.00000","",""
"GO:0051139","metal ion:proton antiporter activity",9,0,0.08,1245,"1.00000","1.00000","1.00000","",""
"GO:0051213","dioxygenase activity",22,0,0.19,1246,"1.00000","1.00000","1.00000","",""
"GO:0051219","phosphoprotein binding",11,0,0.1,1247,"1.00000","1.00000","1.00000","",""
"GO:0051287","NAD binding",3,0,0.03,1248,"1.00000","1.00000","1.00000","",""
"GO:0051371","muscle alpha-actinin binding",13,0,0.11,1249,"1.00000","1.00000","1.00000","",""
"GO:0051377","mannose-ethanolamine phosphotransferase ...",4,0,0.03,1250,"1.00000","1.00000","1.00000","",""
"GO:0051393","alpha-actinin binding",14,0,0.12,1251,"1.00000","1.00000","1.00000","",""
"GO:0051427","hormone receptor binding",13,0,0.11,1252,"1.00000","1.00000","1.00000","",""
"GO:0051536","iron-sulfur cluster binding",18,0,0.16,1253,"1.00000","1.00000","1.00000","",""
"GO:0051537","2 iron, 2 sulfur cluster binding",11,0,0.1,1254,"1.00000","1.00000","1.00000","",""
"GO:0051539","4 iron, 4 sulfur cluster binding",6,0,0.05,1255,"1.00000","1.00000","1.00000","",""
"GO:0051540","metal cluster binding",18,0,0.16,1256,"1.00000","1.00000","1.00000","",""
"GO:0051575","5'-deoxyribose-5-phosphate lyase activit...",4,0,0.03,1257,"1.00000","1.00000","1.00000","",""
"GO:0051721","protein phosphatase 2A binding",3,0,0.03,1258,"1.00000","1.00000","1.00000","",""
"GO:0051731","polynucleotide 5'-hydroxyl-kinase activi...",5,0,0.04,1259,"1.00000","1.00000","1.00000","",""
"GO:0051864","histone demethylase activity (H3-K36 spe...",3,0,0.03,1260,"1.00000","1.00000","1.00000","",""
"GO:0051879","Hsp90 protein binding",5,0,0.04,1261,"1.00000","1.00000","1.00000","",""
"GO:0051908","double-stranded DNA 5'-3' exodeoxyribonu...",3,0,0.03,1262,"1.00000","1.00000","1.00000","",""
"GO:0051920","peroxiredoxin activity",4,0,0.03,1263,"1.00000","1.00000","1.00000","",""
"GO:0051959","dynein light intermediate chain binding",35,0,0.3,1264,"1.00000","1.00000","1.00000","",""
"GO:0051998","protein carboxyl O-methyltransferase act...",5,0,0.04,1265,"1.00000","1.00000","1.00000","",""
"GO:0052381","tRNA dimethylallyltransferase activity",3,0,0.03,1266,"1.00000","1.00000","1.00000","",""
"GO:0052689","carboxylic ester hydrolase activity",55,0,0.48,1267,"1.00000","1.00000","1.00000","",""
"GO:0052720","class II DNA-(apurinic or apyrimidinic s...",5,0,0.04,1268,"1.00000","1.00000","1.00000","",""
"GO:0052742","phosphatidylinositol kinase activity",11,0,0.1,1269,"1.00000","1.00000","1.00000","",""
"GO:0052744","phosphatidylinositol monophosphate phosp...",9,0,0.08,1270,"1.00000","1.00000","1.00000","",""
"GO:0052745","inositol phosphate phosphatase activity",15,0,0.13,1271,"1.00000","1.00000","1.00000","",""
"GO:0052767","mannosyl-oligosaccharide 1,6-alpha-manno...",4,0,0.03,1272,"1.00000","1.00000","1.00000","",""
"GO:0052834","inositol monophosphate phosphatase activ...",6,0,0.05,1273,"1.00000","1.00000","1.00000","",""
"GO:0052866","phosphatidylinositol phosphate phosphata...",17,0,0.15,1274,"1.00000","1.00000","1.00000","",""
"GO:0060090","molecular adaptor activity",78,0,0.67,1275,"1.00000","1.00000","1.00000","",""
"GO:0060589","nucleoside-triphosphatase regulator acti...",149,0,1.29,1276,"1.00000","1.00000","1.00000","",""
"GO:0060590","ATPase regulator activity",12,0,0.1,1277,"1.00000","1.00000","1.00000","",""
"GO:0061133","endopeptidase activator activity",3,0,0.03,1278,"1.00000","1.00000","1.00000","",""
"GO:0061575","cyclin-dependent protein serine/threonin...",3,0,0.03,1279,"1.00000","1.00000","1.00000","",""
"GO:0061578","Lys63-specific deubiquitinase activity",4,0,0.03,1280,"1.00000","1.00000","1.00000","",""
"GO:0061629","RNA polymerase II-specific DNA-binding t...",30,0,0.26,1281,"1.00000","1.00000","1.00000","",""
"GO:0061630","ubiquitin protein ligase activity",132,0,1.14,1282,"1.00000","1.00000","1.00000","",""
"GO:0061631","ubiquitin conjugating enzyme activity",8,0,0.07,1283,"1.00000","1.00000","1.00000","",""
"GO:0061650","ubiquitin-like protein conjugating enzym...",8,0,0.07,1284,"1.00000","1.00000","1.00000","",""
"GO:0061659","ubiquitin-like protein ligase activity",136,0,1.18,1285,"1.00000","1.00000","1.00000","",""
"GO:0061663","NEDD8 ligase activity",5,0,0.04,1286,"1.00000","1.00000","1.00000","",""
"GO:0061665","SUMO ligase activity",4,0,0.03,1287,"1.00000","1.00000","1.00000","",""
"GO:0061731","ribonucleoside-diphosphate reductase act...",6,0,0.05,1288,"1.00000","1.00000","1.00000","",""
"GO:0061733","peptide-lysine-N-acetyltransferase activ...",19,0,0.16,1289,"1.00000","1.00000","1.00000","",""
"GO:0061778","intracellular chloride channel activity",9,0,0.08,1290,"1.00000","1.00000","1.00000","",""
"GO:0061797","pH-gated chloride channel activity",3,0,0.03,1291,"1.00000","1.00000","1.00000","",""
"GO:0061980","regulatory RNA binding",13,0,0.11,1292,"1.00000","1.00000","1.00000","",""
"GO:0062105","RNA 2'-O-methyltransferase activity",4,0,0.03,1293,"1.00000","1.00000","1.00000","",""
"GO:0070001","aspartic-type peptidase activity",3,0,0.03,1294,"1.00000","1.00000","1.00000","",""
"GO:0070009","serine-type aminopeptidase activity",4,0,0.03,1295,"1.00000","1.00000","1.00000","",""
"GO:0070025","carbon monoxide binding",3,0,0.03,1296,"1.00000","1.00000","1.00000","",""
"GO:0070026","nitric oxide binding",3,0,0.03,1297,"1.00000","1.00000","1.00000","",""
"GO:0070034","telomerase RNA binding",7,0,0.06,1298,"1.00000","1.00000","1.00000","",""
"GO:0070063","RNA polymerase binding",18,0,0.16,1299,"1.00000","1.00000","1.00000","",""
"GO:0070122","isopeptidase activity",4,0,0.03,1300,"1.00000","1.00000","1.00000","",""
"GO:0070138","ubiquitin-like protein-specific isopepti...",4,0,0.03,1301,"1.00000","1.00000","1.00000","",""
"GO:0070140","SUMO-specific isopeptidase activity",4,0,0.03,1302,"1.00000","1.00000","1.00000","",""
"GO:0070181","small ribosomal subunit rRNA binding",6,0,0.05,1303,"1.00000","1.00000","1.00000","",""
"GO:0070182","DNA polymerase binding",9,0,0.08,1304,"1.00000","1.00000","1.00000","",""
"GO:0070273","phosphatidylinositol-4-phosphate binding",3,0,0.03,1305,"1.00000","1.00000","1.00000","",""
"GO:0070279","vitamin B6 binding",14,0,0.12,1306,"1.00000","1.00000","1.00000","",""
"GO:0070300","phosphatidic acid binding",7,0,0.06,1307,"1.00000","1.00000","1.00000","",""
"GO:0070325","lipoprotein particle receptor binding",3,0,0.03,1308,"1.00000","1.00000","1.00000","",""
"GO:0070405","ammonium ion binding",10,0,0.09,1309,"1.00000","1.00000","1.00000","",""
"GO:0070406","glutamine binding",3,0,0.03,1310,"1.00000","1.00000","1.00000","",""
"GO:0070491","repressing transcription factor binding",25,0,0.22,1311,"1.00000","1.00000","1.00000","",""
"GO:0070530","K63-linked polyubiquitin modification-de...",4,0,0.03,1312,"1.00000","1.00000","1.00000","",""
"GO:0070548","L-glutamine aminotransferase activity",8,0,0.07,1313,"1.00000","1.00000","1.00000","",""
"GO:0070566","adenylyltransferase activity",13,0,0.11,1314,"1.00000","1.00000","1.00000","",""
"GO:0070567","cytidylyltransferase activity",3,0,0.03,1315,"1.00000","1.00000","1.00000","",""
"GO:0070569","uridylyltransferase activity",7,0,0.06,1316,"1.00000","1.00000","1.00000","",""
"GO:0070594","juvenile hormone response element bindin...",4,0,0.03,1317,"1.00000","1.00000","1.00000","",""
"GO:0070615","nucleosome-dependent ATPase activity",5,0,0.04,1318,"1.00000","1.00000","1.00000","",""
"GO:0070628","proteasome binding",11,0,0.1,1319,"1.00000","1.00000","1.00000","",""
"GO:0070717","poly-purine tract binding",5,0,0.04,1320,"1.00000","1.00000","1.00000","",""
"GO:0070735","protein-glycine ligase activity",15,0,0.13,1321,"1.00000","1.00000","1.00000","",""
"GO:0070736","protein-glycine ligase activity, initiat...",6,0,0.05,1322,"1.00000","1.00000","1.00000","",""
"GO:0070737","protein-glycine ligase activity, elongat...",6,0,0.05,1323,"1.00000","1.00000","1.00000","",""
"GO:0070840","dynein complex binding",12,0,0.1,1324,"1.00000","1.00000","1.00000","",""
"GO:0070853","myosin VI binding",4,0,0.03,1325,"1.00000","1.00000","1.00000","",""
"GO:0070856","myosin VI light chain binding",3,0,0.03,1326,"1.00000","1.00000","1.00000","",""
"GO:0070883","pre-miRNA binding",4,0,0.03,1327,"1.00000","1.00000","1.00000","",""
"GO:0070990","snRNP binding",3,0,0.03,1328,"1.00000","1.00000","1.00000","",""
"GO:0071077","adenosine 3',5'-bisphosphate transmembra...",3,0,0.03,1329,"1.00000","1.00000","1.00000","",""
"GO:0071209","U7 snRNA binding",3,0,0.03,1330,"1.00000","1.00000","1.00000","",""
"GO:0071566","UFM1 activating enzyme activity",3,0,0.03,1331,"1.00000","1.00000","1.00000","",""
"GO:0071617","lysophospholipid acyltransferase activit...",9,0,0.08,1332,"1.00000","1.00000","1.00000","",""
"GO:0071855","neuropeptide receptor binding",8,0,0.07,1333,"1.00000","1.00000","1.00000","",""
"GO:0071889","14-3-3 protein binding",6,0,0.05,1334,"1.00000","1.00000","1.00000","",""
"GO:0071949","FAD binding",3,0,0.03,1335,"1.00000","1.00000","1.00000","",""
"GO:0072341","modified amino acid binding",12,0,0.1,1336,"1.00000","1.00000","1.00000","",""
"GO:0072349","modified amino acid transmembrane transp...",7,0,0.06,1337,"1.00000","1.00000","1.00000","",""
"GO:0072509","divalent inorganic cation transmembrane ...",91,0,0.79,1338,"1.00000","1.00000","1.00000","",""
"GO:0072572","poly-ADP-D-ribose binding",3,0,0.03,1339,"1.00000","1.00000","1.00000","",""
"GO:0072586","DNA topoisomerase type II (double strand...",3,0,0.03,1340,"1.00000","1.00000","1.00000","",""
"GO:0072587","DNA topoisomerase type II (double strand...",3,0,0.03,1341,"1.00000","1.00000","1.00000","",""
"GO:0080019","fatty-acyl-CoA reductase (alcohol-formin...",6,0,0.05,1342,"1.00000","1.00000","1.00000","",""
"GO:0080025","phosphatidylinositol-3,5-bisphosphate bi...",5,0,0.04,1343,"1.00000","1.00000","1.00000","",""
"GO:0080122","AMP transmembrane transporter activity",3,0,0.03,1344,"1.00000","1.00000","1.00000","",""
"GO:0080132","fatty acid alpha-hydroxylase activity",3,0,0.03,1345,"1.00000","1.00000","1.00000","",""
"GO:0089720","caspase binding",9,0,0.08,1346,"1.00000","1.00000","1.00000","",""
"GO:0090079","translation regulator activity, nucleic ...",114,0,0.99,1347,"1.00000","1.00000","1.00000","",""
"GO:0090482","vitamin transmembrane transporter activi...",4,0,0.03,1348,"1.00000","1.00000","1.00000","",""
"GO:0097110","scaffold protein binding",4,0,0.03,1349,"1.00000","1.00000","1.00000","",""
"GO:0097153","cysteine-type endopeptidase activity inv...",9,0,0.08,1350,"1.00000","1.00000","1.00000","",""
"GO:0097199","cysteine-type endopeptidase activity inv...",5,0,0.04,1351,"1.00000","1.00000","1.00000","",""
"GO:0097200","cysteine-type endopeptidase activity inv...",8,0,0.07,1352,"1.00000","1.00000","1.00000","",""
"GO:0097322","7SK snRNA binding",3,0,0.03,1353,"1.00000","1.00000","1.00000","",""
"GO:0097472","cyclin-dependent protein kinase activity",21,0,0.18,1354,"1.00000","1.00000","1.00000","",""
"GO:0097493","structural molecule activity conferring ...",11,0,0.1,1355,"1.00000","1.00000","1.00000","",""
"GO:0097506","deaminated base DNA N-glycosylase activi...",3,0,0.03,1356,"1.00000","1.00000","1.00000","",""
"GO:0097602","cullin family protein binding",8,0,0.07,1357,"1.00000","1.00000","1.00000","",""
"GO:0097603","temperature-gated ion channel activity",3,0,0.03,1358,"1.00000","1.00000","1.00000","",""
"GO:0097617","annealing activity",4,0,0.03,1359,"1.00000","1.00000","1.00000","",""
"GO:0097642","calcitonin family receptor activity",5,0,0.04,1360,"1.00000","1.00000","1.00000","",""
"GO:0097747","RNA polymerase activity",28,0,0.24,1361,"1.00000","1.00000","1.00000","",""
"GO:0098531","ligand-activated transcription factor ac...",40,0,0.35,1362,"1.00000","1.00000","1.00000","",""
"GO:0098599","palmitoyl hydrolase activity",5,0,0.04,1363,"1.00000","1.00000","1.00000","",""
"GO:0098631","cell adhesion mediator activity",5,0,0.04,1364,"1.00000","1.00000","1.00000","",""
"GO:0098632","cell-cell adhesion mediator activity",5,0,0.04,1365,"1.00000","1.00000","1.00000","",""
"GO:0098808","mRNA cap binding",3,0,0.03,1366,"1.00000","1.00000","1.00000","",""
"GO:0098960","postsynaptic neurotransmitter receptor a...",28,0,0.24,1367,"1.00000","1.00000","1.00000","",""
"GO:0099094","ligand-gated cation channel activity",37,0,0.32,1368,"1.00000","1.00000","1.00000","",""
"GO:0099095","ligand-gated anion channel activity",16,0,0.14,1369,"1.00000","1.00000","1.00000","",""
"GO:0099106","ion channel regulator activity",12,0,0.1,1370,"1.00000","1.00000","1.00000","",""
"GO:0099122","RNA polymerase II C-terminal domain bind...",3,0,0.03,1371,"1.00000","1.00000","1.00000","",""
"GO:0099528","G protein-coupled neurotransmitter recep...",38,0,0.33,1372,"1.00000","1.00000","1.00000","",""
"GO:0099529","neurotransmitter receptor activity invol...",12,0,0.1,1373,"1.00000","1.00000","1.00000","",""
"GO:0099589","serotonin receptor activity",7,0,0.06,1374,"1.00000","1.00000","1.00000","",""
"GO:0099604","ligand-gated calcium channel activity",11,0,0.1,1375,"1.00000","1.00000","1.00000","",""
"GO:0101005","ubiquitinyl hydrolase activity",77,0,0.67,1376,"1.00000","1.00000","1.00000","",""
"GO:0106017","phosphatidylinositol-3,4-bisphosphate ph...",3,0,0.03,1377,"1.00000","1.00000","1.00000","",""
"GO:0106019","phosphatidylinositol-4,5-bisphosphate ph...",5,0,0.04,1378,"1.00000","1.00000","1.00000","",""
"GO:0120013","lipid transfer activity",7,0,0.06,1379,"1.00000","1.00000","1.00000","",""
"GO:0120014","phospholipid transfer activity",7,0,0.06,1380,"1.00000","1.00000","1.00000","",""
"GO:0120227","acyl-CoA binding",4,0,0.03,1381,"1.00000","1.00000","1.00000","",""
"GO:0140030","modification-dependent protein binding",25,0,0.22,1382,"1.00000","1.00000","1.00000","",""
"GO:0140034","methylation-dependent protein binding",15,0,0.13,1383,"1.00000","1.00000","1.00000","",""
"GO:0140078","class I DNA-(apurinic or apyrimidinic si...",4,0,0.03,1384,"1.00000","1.00000","1.00000","",""
"GO:0140098","catalytic activity, acting on RNA",312,0,2.7,1385,"1.00000","1.00000","1.00000","",""
"GO:0140101","catalytic activity, acting on a tRNA",105,0,0.91,1386,"1.00000","1.00000","1.00000","",""
"GO:0140102","catalytic activity, acting on a rRNA",16,0,0.14,1387,"1.00000","1.00000","1.00000","",""
"GO:0140103","catalytic activity, acting on a glycopro...",10,0,0.09,1388,"1.00000","1.00000","1.00000","",""
"GO:0140104","molecular carrier activity",15,0,0.13,1389,"1.00000","1.00000","1.00000","",""
"GO:0140110","transcription regulator activity",604,0,5.23,1390,"1.00000","1.00000","1.00000","",""
"GO:0140142","nucleocytoplasmic carrier activity",6,0,0.05,1391,"1.00000","1.00000","1.00000","",""
"GO:0140296","general transcription initiation factor ...",25,0,0.22,1392,"1.00000","1.00000","1.00000","",""
"GO:0140297","DNA-binding transcription factor binding",69,0,0.6,1393,"1.00000","1.00000","1.00000","",""
"GO:0140299","small molecule sensor activity",4,0,0.03,1394,"1.00000","1.00000","1.00000","",""
"GO:0140318","protein transporter activity",14,0,0.12,1395,"1.00000","1.00000","1.00000","",""
"GO:0140323","solute:anion antiporter activity",15,0,0.13,1396,"1.00000","1.00000","1.00000","",""
"GO:0140410","solute:bicarbonate symporter activity",4,0,0.03,1397,"1.00000","1.00000","1.00000","",""
"GO:0140457","protein demethylase activity",12,0,0.1,1398,"1.00000","1.00000","1.00000","",""
"GO:1900750","oligopeptide binding",4,0,0.03,1399,"1.00000","1.00000","1.00000","",""
"GO:1901474","azole transmembrane transporter activity",4,0,0.03,1400,"1.00000","1.00000","1.00000","",""
"GO:1901505","carbohydrate derivative transmembrane tr...",29,0,0.25,1401,"1.00000","1.00000","1.00000","",""
"GO:1901567","fatty acid derivative binding",4,0,0.03,1402,"1.00000","1.00000","1.00000","",""
"GO:1901618","organic hydroxy compound transmembrane t...",29,0,0.25,1403,"1.00000","1.00000","1.00000","",""
"GO:1901682","sulfur compound transmembrane transporte...",19,0,0.16,1404,"1.00000","1.00000","1.00000","",""
"GO:1901981","phosphatidylinositol phosphate binding",45,0,0.39,1405,"1.00000","1.00000","1.00000","",""
"GO:1902936","phosphatidylinositol bisphosphate bindin...",21,0,0.18,1406,"1.00000","1.00000","1.00000","",""
"GO:1904315","transmitter-gated ion channel activity i...",12,0,0.1,1407,"1.00000","1.00000","1.00000","",""
"GO:1904680","peptide transmembrane transporter activi...",14,0,0.12,1408,"1.00000","1.00000","1.00000","",""
"GO:1990050","phosphatidic acid transfer activity",3,0,0.03,1409,"1.00000","1.00000","1.00000","",""
"GO:1990269","RNA polymerase II C-terminal domain phos...",3,0,0.03,1410,"1.00000","1.00000","1.00000","",""
"GO:1990380","Lys48-specific deubiquitinase activity",4,0,0.03,1411,"1.00000","1.00000","1.00000","",""
"GO:1990381","ubiquitin-specific protease binding",8,0,0.07,1412,"1.00000","1.00000","1.00000","",""
"GO:1990450","linear polyubiquitin binding",3,0,0.03,1413,"1.00000","1.00000","1.00000","",""
"GO:1990605","GU repeat RNA binding",3,0,0.03,1414,"1.00000","1.00000","1.00000","",""
"GO:1990782","protein tyrosine kinase binding",9,0,0.08,1415,"1.00000","1.00000","1.00000","",""
"GO:1990837","sequence-specific double-stranded DNA bi...",276,0,2.39,1416,"1.00000","1.00000","1.00000","",""
"GO:1990841","promoter-specific chromatin binding",8,0,0.07,1417,"1.00000","1.00000","1.00000","",""
"GO:1990939","ATP-dependent microtubule motor activity",57,0,0.49,1418,"1.00000","1.00000","1.00000","",""
